Filing_ID,Jurisdiction,Filing_Method,Submission_Date,Return_Complexity,Errors_Flag,Refund_Type,Backlog_Flag,Bank_Deposit_Method,Refund_Amount,Actual_Refund_Days,Return_Complexity_Score,Seasonal_Filing_Indicator,Filing_Day_Of_Week,Refund_Amount_Bucket,Error_Severity_Score
9946,NJ,Paper,2025-03-20,Medium,No,Check,No,N/A,2828,43,2,1,Thursday,Large,0
9947,Federal,Paper,2025-02-17,Low,Yes,Check,Yes,N/A,2945,66,1,1,Monday,Large,1
9948,NJ,Paper,2025-04-28,Low,No,Check,Yes,N/A,2254,43,1,1,Monday,Medium,0
9949,NY,Paper,2025-04-15,Low,Yes,Check,No,N/A,4868,33,1,1,Tuesday,Large,1
9950,CA,E-File,2025-03-29,High,No,Check,Yes,N/A,3550,17,3,1,Saturday,Large,0
9951,NY,E-File,2025-01-08,Low,Yes,Direct Deposit,No,N/A,3607,21,1,0,Wednesday,Large,1
9952,CA,E-File,2025-02-15,Medium,Yes,Check,No,N/A,463,24,2,1,Saturday,Small,1
9953,CA,E-File,2025-04-04,High,No,Direct Deposit,No,N/A,4021,14,3,1,Friday,Large,0
9954,NY,Paper,2025-02-18,Low,No,Direct Deposit,No,Wire,3951,40,1,1,Tuesday,Large,0
9955,CA,Paper,2025-03-29,Medium,No,Direct Deposit,Yes,Wire,4794,40,2,1,Saturday,Large,0
9956,NY,E-File,2025-02-10,Medium,No,Check,Yes,N/A,569,22,2,1,Monday,Small,0
9957,Federal,Paper,2025-04-08,Medium,No,Direct Deposit,No,ACH,1893,31,2,1,Tuesday,Medium,0
9958,Federal,Paper,2025-02-22,High,No,Check,No,N/A,1470,36,3,1,Saturday,Medium,0
9959,CA,Paper,2025-04-16,Low,Yes,Check,Yes,N/A,4198,68,1,1,Wednesday,Large,1
9960,CA,Paper,2025-04-11,High,Yes,Direct Deposit,Yes,N/A,955,45,3,1,Friday,Small,1
9961,NY,E-File,2025-02-28,Low,Yes,Direct Deposit,Yes,N/A,2315,33,1,1,Friday,Medium,1
9962,NY,Paper,2025-01-20,Low,No,Check,Yes,N/A,2468,42,1,0,Monday,Medium,0
9963,NJ,E-File,2025-04-03,Low,Yes,Direct Deposit,Yes,ACH,333,28,1,1,Thursday,Small,1
9964,CA,E-File,2025-03-26,High,No,Direct Deposit,Yes,ACH,2039,13,3,1,Wednesday,Medium,0
9965,Federal,Paper,2025-02-09,High,Yes,Direct Deposit,No,Wire,1706,31,3,1,Sunday,Medium,1
9966,Federal,E-File,2025-01-02,Medium,Yes,Direct Deposit,No,Wire,1818,15,2,0,Thursday,Medium,1
9967,Federal,E-File,2025-03-24,Low,No,Check,Yes,N/A,3912,17,1,1,Monday,Large,0
9968,Federal,Paper,2025-04-09,Low,Yes,Check,No,N/A,1017,41,1,1,Wednesday,Medium,1
9969,CA,Paper,2025-01-19,Low,Yes,Check,Yes,N/A,1865,55,1,0,Sunday,Medium,1
9970,NJ,Paper,2025-04-20,High,No,Direct Deposit,Yes,N/A,3640,46,3,1,Sunday,Large,0
9971,NJ,E-File,2025-04-05,High,Yes,Check,Yes,N/A,1733,25,3,1,Saturday,Medium,1
9972,CA,Paper,2025-04-11,High,Yes,Check,No,N/A,616,57,3,1,Friday,Small,1
9973,Federal,E-File,2025-03-19,Low,No,Direct Deposit,No,ACH,2599,9,1,1,Wednesday,Large,0
9974,NY,E-File,2025-01-29,High,No,Direct Deposit,Yes,ACH,1725,19,3,0,Wednesday,Medium,0
9975,NJ,Paper,2025-04-25,Medium,Yes,Direct Deposit,No,ACH,3066,60,2,1,Friday,Large,1
9976,Federal,E-File,2025-02-26,Low,Yes,Direct Deposit,Yes,Wire,4805,20,1,1,Wednesday,Large,1
9977,NJ,E-File,2025-02-11,High,Yes,Check,Yes,N/A,3402,29,3,1,Tuesday,Large,1
9978,CA,Paper,2025-04-09,Medium,No,Check,No,N/A,2204,38,2,1,Wednesday,Medium,0
9979,Federal,E-File,2025-01-07,High,No,Direct Deposit,Yes,ACH,1136,24,3,0,Tuesday,Medium,0
9980,Federal,Paper,2025-03-05,Medium,No,Direct Deposit,Yes,N/A,3593,41,2,1,Wednesday,Large,0
9981,NJ,Paper,2025-03-16,High,No,Direct Deposit,No,ACH,2439,28,3,1,Sunday,Medium,0
9982,Federal,E-File,2025-01-16,High,No,Check,Yes,N/A,936,21,3,0,Thursday,Small,0
9983,CA,Paper,2025-03-13,High,No,Direct Deposit,No,Wire,3522,26,3,1,Thursday,Large,0
9984,NJ,Paper,2025-04-04,Medium,No,Check,Yes,N/A,3778,53,2,1,Friday,Large,0
9985,NJ,E-File,2025-02-28,High,Yes,Direct Deposit,Yes,ACH,1859,27,3,1,Friday,Medium,1
9986,NY,E-File,2025-01-19,Low,Yes,Direct Deposit,Yes,Wire,4923,22,1,0,Sunday,Large,1
9987,Federal,E-File,2025-04-11,Low,No,Check,Yes,N/A,3084,23,1,1,Friday,Large,0
9988,NJ,E-File,2025-04-15,High,Yes,Direct Deposit,Yes,N/A,4328,27,3,1,Tuesday,Large,1
9989,CA,Paper,2025-01-24,Low,No,Check,No,N/A,3244,29,1,0,Friday,Large,0
9990,Federal,E-File,2025-03-03,High,Yes,Direct Deposit,No,ACH,1833,22,3,1,Monday,Medium,1
9991,CA,Paper,2025-04-20,Low,Yes,Check,Yes,N/A,2105,48,1,1,Sunday,Medium,1
9992,Federal,Paper,2025-04-07,Low,No,Check,No,N/A,1716,31,1,1,Monday,Medium,0
9993,NY,Paper,2025-03-14,High,No,Check,Yes,N/A,3487,37,3,1,Friday,Large,0
9994,CA,E-File,2025-02-21,High,Yes,Direct Deposit,Yes,N/A,2766,31,3,1,Friday,Large,1
9995,CA,Paper,2025-02-07,Medium,No,Check,No,N/A,4505,45,2,1,Friday,Large,0
9996,CA,E-File,2025-01-10,Medium,No,Direct Deposit,Yes,ACH,4132,20,2,0,Friday,Large,0
9997,NJ,Paper,2025-02-05,Low,No,Check,No,N/A,4594,35,1,1,Wednesday,Large,0
9998,NY,E-File,2025-01-10,Medium,No,Check,Yes,N/A,365,16,2,0,Friday,Small,0
9999,CA,Paper,2025-01-09,Medium,Yes,Check,Yes,N/A,1870,55,2,0,Thursday,Medium,1
10000,CA,E-File,2025-01-22,High,Yes,Direct Deposit,No,N/A,540,24,3,0,Wednesday,Small,1
10001,Federal,E-File,2025-03-19,Low,Yes,Check,Yes,N/A,1934,20,1,1,Wednesday,Medium,1
10002,NJ,Paper,2025-03-02,Medium,No,Check,No,N/A,1539,30,2,1,Sunday,Medium,0
10003,NY,E-File,2025-03-30,Medium,No,Check,Yes,N/A,777,19,2,1,Sunday,Small,0
10004,NJ,Paper,2025-02-03,Medium,No,Direct Deposit,No,Wire,922,26,2,1,Monday,Small,0
10005,NJ,Paper,2025-01-24,High,No,Check,No,N/A,3389,43,3,0,Friday,Large,0
10006,NY,E-File,2025-03-08,Low,Yes,Direct Deposit,Yes,N/A,4600,35,1,1,Saturday,Large,1
10007,NY,E-File,2025-03-11,High,No,Direct Deposit,No,N/A,3603,15,3,1,Tuesday,Large,0
10008,NY,E-File,2025-02-14,High,No,Check,No,N/A,4766,11,3,1,Friday,Large,0
10009,CA,Paper,2025-02-22,High,No,Check,No,N/A,3923,42,3,1,Saturday,Large,0
10010,NY,Paper,2025-03-17,Medium,No,Check,No,N/A,1719,38,2,1,Monday,Medium,0
10011,Federal,Paper,2025-02-13,Low,Yes,Direct Deposit,No,ACH,667,60,1,1,Thursday,Small,1
10012,NJ,E-File,2025-02-19,High,No,Check,Yes,N/A,4825,20,3,1,Wednesday,Large,0
10013,Federal,Paper,2025-02-07,Medium,No,Check,No,N/A,2201,34,2,1,Friday,Medium,0
10014,NJ,Paper,2025-03-08,Medium,Yes,Direct Deposit,No,N/A,4204,37,2,1,Saturday,Large,1
10015,Federal,Paper,2025-04-30,Medium,No,Check,Yes,N/A,780,52,2,1,Wednesday,Small,0
10016,NY,Paper,2025-03-09,High,No,Direct Deposit,No,ACH,4014,45,3,1,Sunday,Large,0
10017,NJ,Paper,2025-04-26,Medium,No,Direct Deposit,No,N/A,2371,43,2,1,Saturday,Medium,0
10018,NY,Paper,2025-03-23,Medium,Yes,Direct Deposit,Yes,Wire,3977,62,2,1,Sunday,Large,1
10019,Federal,Paper,2025-04-23,High,No,Direct Deposit,Yes,ACH,4061,48,3,1,Wednesday,Large,0
10020,NJ,E-File,2025-03-24,Low,No,Direct Deposit,No,Wire,4494,9,1,1,Monday,Large,0
10021,CA,Paper,2025-02-11,High,Yes,Check,Yes,N/A,1373,53,3,1,Tuesday,Medium,1
10022,CA,Paper,2025-01-03,High,Yes,Direct Deposit,No,ACH,1516,49,3,0,Friday,Medium,1
10023,NJ,E-File,2025-03-07,High,No,Check,No,N/A,916,8,3,1,Friday,Small,0
10024,NJ,Paper,2025-01-18,High,No,Direct Deposit,Yes,ACH,1835,43,3,0,Saturday,Medium,0
10025,Federal,Paper,2025-03-29,Medium,No,Direct Deposit,Yes,Wire,1893,46,2,1,Saturday,Medium,0
10026,Federal,Paper,2025-01-11,High,No,Direct Deposit,No,Wire,1857,27,3,0,Saturday,Medium,0
10027,CA,E-File,2025-04-13,Medium,Yes,Direct Deposit,Yes,N/A,2421,27,2,1,Sunday,Medium,1
10028,Federal,Paper,2025-02-14,High,Yes,Direct Deposit,Yes,N/A,1056,48,3,1,Friday,Medium,1
10029,NY,E-File,2025-03-23,Medium,Yes,Check,Yes,N/A,2436,33,2,1,Sunday,Medium,1
10030,NJ,E-File,2025-02-03,High,Yes,Check,Yes,N/A,4832,24,3,1,Monday,Large,1
10031,NY,E-File,2025-03-22,Low,Yes,Direct Deposit,Yes,ACH,2064,25,1,1,Saturday,Medium,1
10032,CA,Paper,2025-03-22,Medium,No,Check,Yes,N/A,689,47,2,1,Saturday,Small,0
10033,CA,E-File,2025-03-01,High,No,Check,No,N/A,336,9,3,1,Saturday,Small,0
10034,CA,E-File,2025-02-12,Medium,No,Check,Yes,N/A,3429,16,2,1,Wednesday,Large,0
10035,NJ,Paper,2025-02-24,High,No,Check,No,N/A,1300,29,3,1,Monday,Medium,0
10036,Federal,Paper,2025-03-07,Low,No,Check,Yes,N/A,4540,33,1,1,Friday,Large,0
10037,CA,Paper,2025-04-12,Medium,Yes,Check,No,N/A,425,44,2,1,Saturday,Small,1
10038,NY,Paper,2025-01-13,High,No,Check,Yes,N/A,1461,46,3,0,Monday,Medium,0
10039,NY,E-File,2025-03-29,Low,No,Check,No,N/A,2762,13,1,1,Saturday,Large,0
10040,Federal,E-File,2025-01-06,Medium,Yes,Check,No,N/A,2318,20,2,0,Monday,Medium,1
10041,NJ,Paper,2025-03-15,High,No,Check,No,N/A,4265,41,3,1,Saturday,Large,0
10042,Federal,Paper,2025-04-06,Low,No,Check,No,N/A,4842,44,1,1,Sunday,Large,0
10043,Federal,E-File,2025-02-28,Low,No,Direct Deposit,No,ACH,992,12,1,1,Friday,Small,0
10044,NJ,Paper,2025-01-24,Low,Yes,Check,Yes,N/A,3958,53,1,0,Friday,Large,1
10045,CA,Paper,2025-04-04,Low,No,Check,Yes,N/A,2531,47,1,1,Friday,Large,0
10046,NY,Paper,2025-03-05,High,No,Direct Deposit,Yes,Wire,1835,35,3,1,Wednesday,Medium,0
10047,NJ,E-File,2025-01-05,Low,Yes,Direct Deposit,Yes,N/A,3148,33,1,0,Sunday,Large,1
10048,NJ,E-File,2025-03-14,Medium,No,Direct Deposit,Yes,N/A,1006,14,2,1,Friday,Medium,0
10049,CA,E-File,2025-01-02,Medium,No,Check,Yes,N/A,4591,23,2,0,Thursday,Large,0
10050,NJ,E-File,2025-02-20,Low,Yes,Direct Deposit,No,N/A,4473,23,1,1,Thursday,Large,1
10051,NJ,Paper,2025-01-02,Medium,No,Direct Deposit,Yes,Wire,2032,47,2,0,Thursday,Medium,0
10052,NY,E-File,2025-03-31,Low,Yes,Direct Deposit,No,ACH,738,19,1,1,Monday,Small,1
10053,NY,Paper,2025-03-08,High,Yes,Check,No,N/A,3388,45,3,1,Saturday,Large,1
10054,Federal,Paper,2025-04-12,Low,Yes,Direct Deposit,No,ACH,3482,38,1,1,Saturday,Large,1
10055,NY,E-File,2025-02-25,Low,No,Check,No,N/A,1892,8,1,1,Tuesday,Medium,0
10056,Federal,E-File,2025-04-14,High,No,Check,No,N/A,3522,11,3,1,Monday,Large,0
10057,NY,Paper,2025-03-09,Medium,No,Check,Yes,N/A,3176,47,2,1,Sunday,Large,0
10058,NY,E-File,2025-01-21,Low,No,Direct Deposit,No,N/A,3532,9,1,0,Tuesday,Large,0
10059,NY,Paper,2025-01-25,Low,Yes,Direct Deposit,No,Wire,3410,39,1,0,Saturday,Large,1
10060,NY,Paper,2025-04-26,Medium,Yes,Check,No,N/A,2889,39,2,1,Saturday,Large,1
10061,NY,Paper,2025-04-11,Medium,Yes,Direct Deposit,Yes,N/A,2060,53,2,1,Friday,Medium,1
10062,Federal,Paper,2025-02-17,High,No,Direct Deposit,Yes,ACH,1252,50,3,1,Monday,Medium,0
10063,NY,Paper,2025-01-08,Medium,Yes,Check,No,N/A,3035,52,2,0,Wednesday,Large,1
10064,Federal,E-File,2025-02-04,Medium,No,Check,Yes,N/A,2420,22,2,1,Tuesday,Medium,0
10065,Federal,E-File,2025-03-27,Low,No,Direct Deposit,Yes,ACH,3668,22,1,1,Thursday,Large,0
10066,CA,E-File,2025-04-27,Low,No,Check,No,N/A,3727,10,1,1,Sunday,Large,0
10067,Federal,Paper,2025-01-17,High,No,Direct Deposit,No,Wire,401,35,3,0,Friday,Small,0
10068,NY,E-File,2025-02-26,Low,Yes,Direct Deposit,No,N/A,2298,21,1,1,Wednesday,Medium,1
10069,NJ,E-File,2025-03-02,High,Yes,Check,No,N/A,1916,25,3,1,Sunday,Medium,1
10070,CA,E-File,2025-01-17,High,Yes,Check,Yes,N/A,2939,28,3,0,Friday,Large,1
10071,NJ,Paper,2025-03-09,Low,No,Check,No,N/A,1248,27,1,1,Sunday,Medium,0
10072,CA,Paper,2025-01-13,Low,Yes,Direct Deposit,No,N/A,2084,46,1,0,Monday,Medium,1
10073,NJ,Paper,2025-02-10,Low,Yes,Direct Deposit,No,N/A,2125,42,1,1,Monday,Medium,1
10074,NJ,E-File,2025-04-19,Medium,Yes,Check,Yes,N/A,1733,30,2,1,Saturday,Medium,1
10075,Federal,Paper,2025-02-02,Medium,Yes,Check,No,N/A,3505,57,2,1,Sunday,Large,1
10076,Federal,Paper,2025-02-21,Medium,No,Direct Deposit,No,ACH,3401,32,2,1,Friday,Large,0
10077,NY,Paper,2025-01-09,Low,No,Check,Yes,N/A,2354,46,1,0,Thursday,Medium,0
10078,NY,E-File,2025-03-31,Medium,No,Check,Yes,N/A,4646,18,2,1,Monday,Large,0
10079,Federal,E-File,2025-01-08,Medium,Yes,Direct Deposit,No,N/A,637,22,2,0,Wednesday,Small,1
10080,Federal,Paper,2025-02-16,Medium,Yes,Direct Deposit,Yes,ACH,2468,48,2,1,Sunday,Medium,1
10081,CA,E-File,2025-02-22,Medium,No,Direct Deposit,Yes,Wire,3880,16,2,1,Saturday,Large,0
10082,NY,Paper,2025-03-30,High,No,Check,No,N/A,1266,36,3,1,Sunday,Medium,0
10083,NY,E-File,2025-03-11,High,No,Check,No,N/A,541,9,3,1,Tuesday,Small,0
10084,Federal,E-File,2025-04-06,High,Yes,Check,No,N/A,1137,21,3,1,Sunday,Medium,1
10085,CA,Paper,2025-03-14,Medium,Yes,Check,No,N/A,490,45,2,1,Friday,Small,1
10086,CA,E-File,2025-02-16,High,No,Check,Yes,N/A,1531,21,3,1,Sunday,Medium,0
10087,CA,Paper,2025-03-12,Low,Yes,Direct Deposit,No,ACH,1665,34,1,1,Wednesday,Medium,1
10088,CA,E-File,2025-02-11,High,No,Direct Deposit,No,N/A,4861,12,3,1,Tuesday,Large,0
10089,CA,Paper,2025-03-08,Medium,Yes,Check,No,N/A,2421,48,2,1,Saturday,Medium,1
10090,Federal,Paper,2025-02-18,Low,No,Direct Deposit,No,N/A,3962,32,1,1,Tuesday,Large,0
10091,NY,E-File,2025-01-04,Medium,Yes,Direct Deposit,Yes,N/A,403,27,2,0,Saturday,Small,1
10092,NJ,Paper,2025-02-12,Low,No,Direct Deposit,No,N/A,3473,38,1,1,Wednesday,Large,0
10093,Federal,Paper,2025-04-22,Low,No,Direct Deposit,Yes,ACH,1024,48,1,1,Tuesday,Medium,0
10094,CA,Paper,2025-01-22,Low,No,Check,Yes,N/A,4073,35,1,0,Wednesday,Large,0
10095,CA,Paper,2025-01-07,Low,Yes,Direct Deposit,Yes,N/A,3643,61,1,0,Tuesday,Large,1
10096,NY,E-File,2025-03-17,Medium,No,Direct Deposit,Yes,Wire,2244,23,2,1,Monday,Medium,0
10097,NY,Paper,2025-01-27,Medium,Yes,Check,Yes,N/A,4609,36,2,0,Monday,Large,1
10098,NY,Paper,2025-02-02,High,Yes,Direct Deposit,Yes,ACH,3951,62,3,1,Sunday,Large,1
10099,CA,E-File,2025-04-08,Low,No,Direct Deposit,Yes,ACH,4887,19,1,1,Tuesday,Large,0
10100,NY,E-File,2025-01-27,Low,Yes,Direct Deposit,No,N/A,4453,21,1,0,Monday,Large,1
10101,NJ,E-File,2025-01-12,Medium,No,Check,Yes,N/A,546,19,2,0,Sunday,Small,0
10102,NJ,E-File,2025-03-11,Low,No,Direct Deposit,Yes,N/A,1180,13,1,1,Tuesday,Medium,0
10103,CA,E-File,2025-02-07,High,No,Direct Deposit,No,ACH,4687,11,3,1,Friday,Large,0
10104,CA,Paper,2025-01-07,High,Yes,Direct Deposit,Yes,N/A,1364,43,3,0,Tuesday,Medium,1
10105,NY,E-File,2025-04-09,High,Yes,Direct Deposit,Yes,Wire,516,24,3,1,Wednesday,Small,1
10106,NY,Paper,2025-02-01,Low,No,Direct Deposit,Yes,ACH,4603,52,1,1,Saturday,Large,0
10107,Federal,E-File,2025-03-28,High,No,Direct Deposit,No,ACH,1573,14,3,1,Friday,Medium,0
10108,NY,Paper,2025-02-09,Medium,Yes,Direct Deposit,No,Wire,4717,34,2,1,Sunday,Large,1
10109,NJ,E-File,2025-02-07,Low,Yes,Direct Deposit,No,ACH,4050,18,1,1,Friday,Large,1
10110,CA,E-File,2025-03-30,High,No,Direct Deposit,No,ACH,2244,12,3,1,Sunday,Medium,0
10111,NJ,E-File,2025-02-03,High,No,Direct Deposit,No,N/A,812,10,3,1,Monday,Small,0
10112,NJ,Paper,2025-02-01,Medium,No,Direct Deposit,Yes,ACH,2646,53,2,1,Saturday,Large,0
10113,NY,Paper,2025-02-01,Medium,Yes,Direct Deposit,Yes,Wire,3964,44,2,1,Saturday,Large,1
10114,NY,E-File,2025-04-29,High,Yes,Direct Deposit,Yes,ACH,3735,27,3,1,Tuesday,Large,1
10115,NY,Paper,2025-03-17,Low,No,Direct Deposit,Yes,ACH,4519,38,1,1,Monday,Large,0
10116,Federal,E-File,2025-03-03,Medium,No,Direct Deposit,No,N/A,3888,8,2,1,Monday,Large,0
10117,NY,Paper,2025-02-07,Medium,No,Direct Deposit,Yes,ACH,1411,40,2,1,Friday,Medium,0
10118,NY,E-File,2025-04-01,Medium,Yes,Check,No,N/A,834,20,2,1,Tuesday,Small,1
10119,CA,E-File,2025-02-08,Medium,Yes,Direct Deposit,No,N/A,2987,24,2,1,Saturday,Large,1
10120,CA,Paper,2025-04-17,High,Yes,Direct Deposit,Yes,ACH,975,49,3,1,Thursday,Small,1
10121,NY,E-File,2025-02-27,High,No,Direct Deposit,No,ACH,3339,13,3,1,Thursday,Large,0
10122,CA,E-File,2025-01-17,Medium,Yes,Check,Yes,N/A,1209,33,2,0,Friday,Medium,1
10123,Federal,E-File,2025-02-27,High,No,Check,No,N/A,4764,13,3,1,Thursday,Large,0
10124,NJ,E-File,2025-04-28,High,Yes,Check,Yes,N/A,1115,22,3,1,Monday,Medium,1
10125,CA,Paper,2025-04-06,Medium,Yes,Direct Deposit,Yes,Wire,3608,52,2,1,Sunday,Large,1
10126,NY,Paper,2025-04-02,Low,Yes,Check,Yes,N/A,4236,60,1,1,Wednesday,Large,1
10127,Federal,Paper,2025-04-30,High,Yes,Direct Deposit,Yes,ACH,3948,53,3,1,Wednesday,Large,1
10128,CA,Paper,2025-02-12,Medium,Yes,Check,Yes,N/A,2438,52,2,1,Wednesday,Medium,1
10129,NY,E-File,2025-03-15,Low,No,Direct Deposit,Yes,N/A,2586,22,1,1,Saturday,Large,0
10130,Federal,E-File,2025-04-19,High,Yes,Direct Deposit,No,Wire,2333,25,3,1,Saturday,Medium,1
10131,Federal,E-File,2025-01-22,Medium,No,Check,No,N/A,3519,10,2,0,Wednesday,Large,0
10132,Federal,E-File,2025-04-08,Medium,No,Direct Deposit,No,N/A,418,12,2,1,Tuesday,Small,0
10133,NY,Paper,2025-04-05,Medium,No,Check,No,N/A,2955,32,2,1,Saturday,Large,0
10134,NJ,E-File,2025-02-06,High,Yes,Direct Deposit,No,N/A,1869,17,3,1,Thursday,Medium,1
10135,CA,Paper,2025-04-01,Medium,No,Direct Deposit,Yes,N/A,1088,35,2,1,Tuesday,Medium,0
10136,NY,E-File,2025-02-27,Low,No,Check,Yes,N/A,866,17,1,1,Thursday,Small,0
10137,NY,Paper,2025-03-29,Low,Yes,Direct Deposit,Yes,N/A,1715,60,1,1,Saturday,Medium,1
10138,NJ,E-File,2025-02-28,Low,No,Check,Yes,N/A,303,18,1,1,Friday,Small,0
10139,NY,E-File,2025-03-09,High,No,Check,No,N/A,2557,13,3,1,Sunday,Large,0
10140,NJ,Paper,2025-02-12,Medium,No,Check,No,N/A,2685,33,2,1,Wednesday,Large,0
10141,NJ,Paper,2025-03-11,Medium,No,Check,Yes,N/A,613,30,2,1,Tuesday,Small,0
10142,CA,E-File,2025-03-08,Medium,Yes,Check,No,N/A,3208,22,2,1,Saturday,Large,1
10143,CA,Paper,2025-02-05,High,Yes,Direct Deposit,No,N/A,4068,59,3,1,Wednesday,Large,1
10144,NY,E-File,2025-01-15,High,Yes,Direct Deposit,No,ACH,308,24,3,0,Wednesday,Small,1
10145,Federal,E-File,2025-03-27,Medium,Yes,Direct Deposit,Yes,N/A,3508,25,2,1,Thursday,Large,1
10146,NJ,Paper,2025-01-31,Low,No,Check,No,N/A,2791,38,1,0,Friday,Large,0
10147,NY,E-File,2025-03-15,Medium,No,Direct Deposit,Yes,Wire,2914,17,2,1,Saturday,Large,0
10148,NY,E-File,2025-04-24,High,No,Check,No,N/A,1433,13,3,1,Thursday,Medium,0
10149,Federal,Paper,2025-03-23,High,Yes,Check,No,N/A,2579,39,3,1,Sunday,Large,1
10150,CA,E-File,2025-02-26,Low,No,Check,Yes,N/A,815,22,1,1,Wednesday,Small,0
10151,NY,E-File,2025-03-05,Low,Yes,Check,Yes,N/A,4117,27,1,1,Wednesday,Large,1
10152,Federal,E-File,2025-01-22,Medium,Yes,Check,Yes,N/A,4419,23,2,0,Wednesday,Large,1
10153,CA,Paper,2025-03-31,High,Yes,Direct Deposit,Yes,N/A,2717,57,3,1,Monday,Large,1
10154,Federal,E-File,2025-04-08,Medium,No,Direct Deposit,No,ACH,3537,13,2,1,Tuesday,Large,0
10155,CA,E-File,2025-01-23,Medium,Yes,Direct Deposit,No,Wire,3317,23,2,0,Thursday,Large,1
10156,CA,Paper,2025-02-26,Medium,Yes,Direct Deposit,Yes,N/A,1906,56,2,1,Wednesday,Medium,1
10157,NY,Paper,2025-03-13,Medium,No,Check,No,N/A,2066,29,2,1,Thursday,Medium,0
10158,NJ,E-File,2025-03-03,High,Yes,Check,Yes,N/A,4863,29,3,1,Monday,Large,1
10159,NJ,E-File,2025-04-11,Medium,Yes,Check,No,N/A,2167,18,2,1,Friday,Medium,1
10160,CA,E-File,2025-03-12,Medium,No,Check,No,N/A,4377,10,2,1,Wednesday,Large,0
10161,CA,Paper,2025-03-31,Low,No,Direct Deposit,Yes,Wire,3064,44,1,1,Monday,Large,0
10162,NJ,Paper,2025-03-13,Medium,Yes,Check,Yes,N/A,1049,41,2,1,Thursday,Medium,1
10163,Federal,E-File,2025-01-04,Low,No,Direct Deposit,No,ACH,2121,15,1,0,Saturday,Medium,0
10164,CA,Paper,2025-01-28,High,Yes,Direct Deposit,No,Wire,4936,53,3,0,Tuesday,Large,1
10165,CA,Paper,2025-02-18,Low,No,Check,Yes,N/A,3638,37,1,1,Tuesday,Large,0
10166,NJ,E-File,2025-04-24,Medium,Yes,Direct Deposit,Yes,Wire,3084,21,2,1,Thursday,Large,1
10167,NY,E-File,2025-02-28,Low,Yes,Direct Deposit,Yes,Wire,3879,31,1,1,Friday,Large,1
10168,NY,E-File,2025-03-25,High,Yes,Direct Deposit,No,ACH,519,25,3,1,Tuesday,Small,1
10169,NJ,Paper,2025-04-05,High,Yes,Check,No,N/A,655,33,3,1,Saturday,Small,1
10170,Federal,E-File,2025-03-04,Low,No,Direct Deposit,No,Wire,657,12,1,1,Tuesday,Small,0
10171,CA,E-File,2025-02-01,High,No,Direct Deposit,No,Wire,721,7,3,1,Saturday,Small,0
10172,CA,E-File,2025-01-15,Medium,No,Direct Deposit,No,N/A,3897,13,2,0,Wednesday,Large,0
10173,NJ,Paper,2025-01-31,Medium,Yes,Direct Deposit,No,N/A,1088,54,2,0,Friday,Medium,1
10174,NJ,Paper,2025-01-25,Low,No,Check,Yes,N/A,399,48,1,0,Saturday,Small,0
10175,CA,E-File,2025-03-05,Medium,No,Direct Deposit,Yes,Wire,2717,14,2,1,Wednesday,Large,0
10176,CA,Paper,2025-01-28,High,No,Check,No,N/A,1554,33,3,0,Tuesday,Medium,0
10177,NJ,E-File,2025-04-01,Medium,Yes,Check,No,N/A,2103,20,2,1,Tuesday,Medium,1
10178,NY,Paper,2025-03-11,Medium,No,Check,Yes,N/A,2737,40,2,1,Tuesday,Large,0
10179,NY,Paper,2025-03-04,Low,No,Direct Deposit,Yes,Wire,352,38,1,1,Tuesday,Small,0
10180,CA,Paper,2025-04-29,Medium,Yes,Check,No,N/A,2616,42,2,1,Tuesday,Large,1
10181,NJ,E-File,2025-01-28,Medium,Yes,Direct Deposit,No,ACH,4449,23,2,0,Tuesday,Large,1
10182,Federal,Paper,2025-03-30,Medium,No,Check,No,N/A,2570,33,2,1,Sunday,Large,0
10183,NJ,E-File,2025-02-09,High,Yes,Direct Deposit,Yes,Wire,4513,30,3,1,Sunday,Large,1
10184,Federal,Paper,2025-04-20,High,Yes,Direct Deposit,No,Wire,1539,41,3,1,Sunday,Medium,1
10185,CA,E-File,2025-02-23,Medium,No,Direct Deposit,Yes,N/A,4846,18,2,1,Sunday,Large,0
10186,NJ,Paper,2025-02-06,Low,No,Check,No,N/A,567,36,1,1,Thursday,Small,0
10187,CA,E-File,2025-02-06,High,Yes,Direct Deposit,Yes,N/A,1288,25,3,1,Thursday,Medium,1
10188,NY,E-File,2025-04-12,High,No,Check,Yes,N/A,4592,18,3,1,Saturday,Large,0
10189,NJ,E-File,2025-01-01,Medium,No,Check,Yes,N/A,1596,18,2,0,Wednesday,Medium,0
10190,NY,E-File,2025-01-25,Medium,Yes,Check,Yes,N/A,948,24,2,0,Saturday,Small,1
10191,NY,E-File,2025-04-22,Medium,Yes,Check,Yes,N/A,1881,27,2,1,Tuesday,Medium,1
10192,CA,Paper,2025-01-02,Low,Yes,Check,Yes,N/A,2300,54,1,0,Thursday,Medium,1
10193,CA,Paper,2025-04-16,High,No,Check,No,N/A,1996,25,3,1,Wednesday,Medium,0
10194,CA,Paper,2025-03-01,Low,Yes,Check,Yes,N/A,370,47,1,1,Saturday,Small,1
10195,NJ,Paper,2025-01-05,Low,Yes,Check,No,N/A,3262,33,1,0,Sunday,Large,1
